Naruto Uzumaki é o nome do protagonista da série; V
Naruto é um ninja do País do Som; F
A técnica mais conhecida de Naruto é o Kamehameha; F
O animal que representa o chakra de Naruto é a raposa de nove caudas; V
Naruto é o Jinchūriki do Kyubi; V
Naruto foi treinado por Kakashi Hatake; V
Naruto nunca se tornou Hokage; F
Naruto é do time Uchiha; F
Hinata é quem Naruto se casa no futuro; V
Naruto nunca lutou contra Sasuke; F
Naruto fez amizade com o Kyubi; V
O pai de Naruto era o Quarto Hokage; V
Naruto nunca teve um irmão; F
Naruto é o único Jinchūriki vivo; F
Naruto era uma criança prodígio; F
Naruto tem cabelos amarelos e olhos azuis; V
Naruto é descendente do clã Uzumaki; V
Naruto treinou com o Sábio dos Seis Caminhos; V
Naruto nunca usou o modo sábio; F
Naruto era um estudante exemplar na Academia Ninja; F
Minecraft é um jogo de mundo aberto com gráficos em 3D; V
O jogador começa o jogo com uma picareta de diamante; F
O modo de jogo mais popular no Minecraft é o modo criativo; F
No Minecraft, é possível criar itens a partir de recursos coletados; V
No Minecraft, é possível domesticar animais; V
O jogador pode jogar Minecraft em primeira pessoa; V
O Minecraft não possui um sistema de dia e noite; F
No Minecraft, o jogador pode minerar blocos com a mão; V
O Minecraft é um jogo single player; F
No Minecraft, é possível criar portais para outros mundos; V
O jogador pode jogar Minecraft em terceira pessoa; V
O Minecraft foi desenvolvido pela Nintendo; F
No Minecraft, é possível criar armas e armaduras; V
O jogador pode se teletransportar no Minecraft; V
O Minecraft é jogado exclusivamente no Xbox; F
No Minecraft, é possível criar casas e castelos; V
O Minecraft não possui nenhum inimigo; F
O jogador pode construir um portal para o Nether; V
No Minecraft, é possível plantar e colher vegetais; V
O jogador não pode morrer no Minecraft; F
Em GTA 5, os jogadores podem controlar três personagens principais simultaneamente: Michael, Trevor e Franklin; F
GTA 5 foi lançado pela primeira vez em 2013 para consoles de última geração; F
No modo de jogo online de GTA 5, os jogadores podem formar gangues e realizar assaltos a bancos; V
Em GTA 5, os jogadores podem comprar propriedades e negócios para aumentar sua renda passiva; V
GTA 5 se passa em uma cidade fictícia chamada Los Santos, baseada em Los Angeles; V
Em GTA 5, os jogadores podem participar de corridas ilegais de rua em todo o mapa do jogo; V
Em GTA 5, os jogadores podem personalizar seus veículos com pinturas, modificações de desempenho e acessórios; V
Em GTA 5, os jogadores podem realizar missões para diferentes personagens não-jogáveis (NPCs) para ganhar dinheiro e reputação; V
O modo de jogo online de GTA 5 permite que os jogadores criem seus próprios modos de jogo e compartilhem com a comunidade; V
Em GTA 5, os jogadores podem comprar aeroportos e controlar rotas de voos comerciais; F
GTA 5 apresenta um modo de visualização em primeira pessoa, permitindo que os jogadores vejam o mundo do jogo através dos olhos dos personagens; V
Em GTA 5, os jogadores podem comprar empresas de entretenimento e controlar a indústria do cinema; V
GTA 5 foi desenvolvido pela Rockstar North e publicado pela Rockstar Games; V
Em GTA 5, os jogadores podem nadar e explorar o fundo do mar em certas áreas do mapa; V
GTA 5 possui um extenso sistema de customização de personagens, permitindo que os jogadores mudem suas roupas, penteados e acessórios; V
Em GTA 5, os jogadores podem roubar carros e vendê-los em locais específicos para obter lucro; V
GTA 5 inclui um modo de jogo de sobrevivência onde os jogadores enfrentam ondas de inimigos cada vez mais difíceis; V
Em GTA 5, os jogadores podem jogar minijogos como tênis, golfe e dardos para ganhar dinheiro e aumentar suas habilidades; V
GTA 5 permite que os jogadores usem cheats para obter armas, veículos e outros benefícios no jogo; V
Em GTA 5, os jogadores podem participar de atividades como paraquedismo, bungee jumping e base jumping para obter adrenalina; V
Em GTA 5, os jogadores podem comprar casas e apartamentos para ter um lugar para se hospedar; V
O mapa de GTA 5 inclui uma área rural montanhosa chamada de "Blaine County"; V
Em GTA 5, os jogadores podem participar de missões de assalto a grandes bancos em Los Santos; V
Os veículos em GTA 5 incluem carros, motocicletas, aviões, helicópteros e até mesmo submarinos; V
GTA 5 possui um modo de jogo multijogador chamado "GTA Online", onde os jogadores podem interagir uns com os outros em um mundo persistente; V
Os jogadores podem comprar e personalizar iates luxuosos em GTA 5 para usar em GTA Online; V
GTA 5 oferece a opção de praticar esportes como corrida de rua, golfe, tênis e triatlo; V
Em GTA 5, os jogadores podem roubar lojas e pedestres para obter dinheiro; V
O personagem Trevor em GTA 5 é conhecido por seu comportamento errático e violento; V
GTA 5 permite que os jogadores criem e compartilhem suas próprias missões usando o "Editor de Rockstar"; V
Os jogadores podem comprar propriedades comerciais, como boates e armazéns, em GTA 5 para gerar renda passiva; V
Em GTA 5, os jogadores podem participar de corridas aéreas usando aviões e helicópteros; V
GTA 5 inclui uma variedade de armas, desde pistolas e rifles até lança-foguetes e granadas; V
Os jogadores podem realizar atividades paralelas em GTA 5, como caçar animais selvagens e procurar objetos colecionáveis; V
GTA 5 oferece a possibilidade de os jogadores comprarem empresas de táxi e de transporte público; F
Em GTA 5, os jogadores podem investir na bolsa de valores dentro do jogo para obter lucros; V
O personagem Michael em GTA 5 é um ex-criminoso que vive uma vida de luxo após se aposentar; V
GTA 5 possui uma trilha sonora diversificada, incluindo estações de rádio com uma ampla gama de gêneros musicais; V
Os jogadores podem participar de atividades como salto de pára-quedas e corridas de jet ski em GTA 5; V
Em GTA 5, os jogadores podem comprar garagens para armazenar e modificar seus veículos pessoais; V
Em GTA 5, os jogadores podem personalizar suas roupas e acessórios para os personagens; V
Os veículos em GTA 5 podem ser modificados em oficinas especializadas para melhorar seu desempenho; V
GTA 5 inclui um modo de jogo chamado "Modo História", onde os jogadores podem seguir a trama principal e realizar missões; V
Os jogadores podem adquirir propriedades comerciais, como boates e cassinos, para gerar renda passiva em GTA 5; V
Em GTA 5, os jogadores podem participar de atividades recreativas, como visitar parques de diversões e assistir shows de comédia stand-up; F
O jogo GTA 5 permite que os jogadores criem e compartilhem seus próprios conteúdos, como corridas e modos de jogo personalizados; V
GTA 5 oferece a possibilidade de os jogadores criarem gangs e disputarem territórios no modo online; V
Os jogadores podem realizar assaltos a carros-fortes e estabelecimentos comerciais para obter grandes quantidades de dinheiro em GTA 5; V
GTA 5 inclui um sistema de progressão de habilidades para os personagens, que melhora com o tempo e a prática; F
Os jogadores podem comprar propriedades como helipontos e estaleiros em GTA 5, que fornecem acesso a veículos especiais; F
Em GTA 5, os jogadores podem explorar uma vasta área do mapa, que inclui zonas urbanas, áreas rurais e até mesmo montanhas cobertas de neve; V
GTA 5 permite que os jogadores realizem corridas de rua ilegais em diferentes partes da cidade; V
Os jogadores podem investir em negócios e empreendimentos imobiliários em GTA 5 para aumentar sua renda passiva; V
Em GTA 5, os jogadores podem praticar esportes aquáticos, como jet ski e mergulho submarino, nas praias e oceanos do jogo; V
GTA 5 inclui um sistema de clima dinâmico, com ciclos de dia e noite e mudanças climáticas que afetam o gameplay; V
Os jogadores podem comprar propriedades como casas e apartamentos em GTA 5, que servem como bases de operações e locais de descanso para os personagens; V
Em GTA 5, os jogadores podem personalizar os veículos com diferentes pinturas, aprimoramentos de desempenho e acessórios estéticos; V
GTA 5 oferece a possibilidade de os jogadores participarem de atividades recreativas, como golfe, tênis e corridas de bicicleta; V
Em GTA 5, os jogadores podem participar de missões cooperativas no modo online, trabalhando em equipe para completar objetivos específicos; V
